search_text,calendar_id,record_type,region_id,region_name,fiscal_year,year,month,collection_type_id,collection_type,collection_dates,group,period_start,period_end,areas,note,source_page
松山市 清水地区 粗大ごみ申込期間。C区分の申込期間は2026年6月3日から2026年6月16日までです。,shimizu_bulky_C_02,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,C,2026-06-03,2026-06-16,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。C区分の申込期間は2026年7月29日から2026年8月11日までです。,shimizu_bulky_C_03,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,C,2026-07-29,2026-08-11,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。C区分の申込期間は2026年9月30日から2026年10月13日までです。,shimizu_bulky_C_04,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,C,2026-09-30,2026-10-13,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。C区分の申込期間は2026年11月25日から2026年12月8日までです。,shimizu_bulky_C_05,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,C,2026-11-25,2026-12-08,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。C区分の申込期間は2027年2月3日から2027年2月16日までです。,shimizu_bulky_C_06,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,C,2027-02-03,2027-02-16,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。D区分の申込期間は2026年4月15日から2026年4月28日までです。,shimizu_bulky_D_01,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,D,2026-04-15,2026-04-28,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。D区分の申込期間は2026年6月17日から2026年6月30日までです。,shimizu_bulky_D_02,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,D,2026-06-17,2026-06-30,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。D区分の申込期間は2026年8月19日から2026年9月1日までです。,shimizu_bulky_D_03,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,D,2026-08-19,2026-09-01,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。D区分の申込期間は2026年10月14日から2026年10月27日までです。,shimizu_bulky_D_04,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,D,2026-10-14,2026-10-27,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。D区分の申込期間は2026年12月9日から2026年12月22日までです。,shimizu_bulky_D_05,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,D,2026-12-09,2026-12-22,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込期間。D区分の申込期間は2027年2月17日から2027年3月2日までです。,shimizu_bulky_D_06,bulky_application_period,shimizu,清水地区,2026,,,bulky,粗大ごみ,,D,2027-02-17,2027-03-02,,粗大ごみ申込期間,1
松山市 清水地区 粗大ごみ申込区分。D区分は、萱町6丁目、衣山1丁目、平和通5丁目、木屋町1丁目、木屋町2丁目、吉藤2丁目です。,shimizu_bulky_area_D,bulky_area_group,shimizu,清水地区,2026,,,bulky,粗大ごみ,,D,,,萱町6丁目|衣山1丁目|平和通5丁目|木屋町1丁目|木屋町2丁目|吉藤2丁目,,1
松山市 清水地区 粗大ごみ申込区分。C区分は、D区分に記載された地区以外にお住まいの方です。,shimizu_bulky_area_C,bulky_area_group,shimizu,清水地区,2026,,,bulky,粗大ごみ,,C,,,,D区分に記載された地区以外にお住まいの方,1
